shadow_rank,consolidated_decision,decision_reasons,evidence_tier,source_count,source_ids,source_kinds,source_lag_status,source_lag_required,canonical_key,canonical_expression,canonical_skeleton,blueprint_id,semantic_pair,motif,horizon_h,expression,skeleton_key,train_sortino,validation_sortino,test_sortino,recent_sortino,min_oos_sortino,min_oos_floor_sortino,stress_floor_sortino,recent_sharpe,recent_rankic,recent_avg_turnover,recent_control_ratio,recent_shuffle_control_ratio,oos_control_dominated_count,oos_lag_stale_dominated_count,hard_reject,hard_reject_reasons,gate_pass,pareto_rank,source_file
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))),sign(decay(liquidity_cycle_state,24)))|h=24","mul(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|sub|39f1cb442b08,a7ls30_ec5dd5918a9b97b6,basis_premium_like|positioning_like,sub,24,"Mul(CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_last,72)))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|sub|39f1cb442b08,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(tsrank(mark_index_basis_bps,72),abs(decay(account_position_divergence,48)))|h=8","safediv(tsrank(mark_index_basis_bps,72),abs(decay(account_position_divergence,48)))",basis_premium_like|positioning_like|safe_div_abs|044c7da54852,a7ls30_fea76deef615bc91,basis_premium_like|positioning_like,safe_div_abs,8,"SafeDiv(TSRank(mark_index_basis_bps,72),Abs(Decay(account_position_divergence,48)))",basis_premium_like|positioning_like|safe_div_abs|044c7da54852,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,24))))|h=24","csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,24))))",basis_premium_like|positioning_like|sub|038dfebf59b8,a7ls30_adbdfc820f520cae,basis_premium_like|positioning_like,sub,24,"CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_last,24))))",basis_premium_like|positioning_like|sub|038dfebf59b8,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,720))))|h=24","zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,720))))",basis_premium_like|positioning_like|sub|85c776d0988d,a7ls30_ed8c2fbc050b2a4b,basis_premium_like|positioning_like,sub,24,"ZScore(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_mean,720))))",basis_premium_like|positioning_like|sub|85c776d0988d,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,720)))))|h=24","zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,720)))))",basis_premium_like|positioning_like|sub|292687a85c11,a7ls30_0a383e2ceff316e6,basis_premium_like|positioning_like,sub,24,"ZScore(CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_mean,720)))))",basis_premium_like|positioning_like|sub|292687a85c11,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(mul(neg(zscore(delta(mark_index_basis_bps,4))),sign(mean(top_long_short_account_ratio_mean,12))))|h=24","zscore(mul(neg(zscore(delta(mark_index_basis_bps,4))),sign(mean(top_long_short_account_ratio_mean,12))))",basis_premium_like|positioning_like|mean_reversion_gate|b622caf04d51,a7ls30_6636b4214890a7e4,basis_premium_like|positioning_like,mean_reversion_gate,24,"ZScore(Mul(Neg(ZScore(Delta(mark_index_basis_bps,4))),Sign(Mean(top_long_short_account_ratio_mean,12))))",basis_premium_like|positioning_like|mean_reversion_gate|b622caf04d51,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(neg(zscore(delta(mark_index_basis_bps,4))),sign(mean(top_long_short_account_ratio_mean,12)))|h=24","mul(neg(zscore(delta(mark_index_basis_bps,4))),sign(mean(top_long_short_account_ratio_mean,12)))",basis_premium_like|positioning_like|mean_reversion_gate|662eecfe203b,a7ls30_aced8cb32cd65cd2,basis_premium_like|positioning_like,mean_reversion_gate,24,"Mul(Neg(ZScore(Delta(mark_index_basis_bps,4))),Sign(Mean(top_long_short_account_ratio_mean,12)))",basis_premium_like|positioning_like|mean_reversion_gate|662eecfe203b,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(mul(neg(zscore(delta(mark_index_basis_bps,4))),sign(mean(top_long_short_position_ratio_last,12))))|h=24","csrank(mul(neg(zscore(delta(mark_index_basis_bps,4))),sign(mean(top_long_short_position_ratio_last,12))))",basis_premium_like|positioning_like|mean_reversion_gate|8a3277bcd1b5,a7ls30_7047e5c08a23b8b7,basis_premium_like|positioning_like,mean_reversion_gate,24,"CSRank(Mul(Neg(ZScore(Delta(mark_index_basis_bps,4))),Sign(Mean(top_long_short_position_ratio_last,12))))",basis_premium_like|positioning_like|mean_reversion_gate|8a3277bcd1b5,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,48)))))|h=24","csrank(zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,48)))))",basis_premium_like|positioning_like|sub|14efb824814f,a7ls30_33ecc47732357ffd,basis_premium_like|positioning_like,sub,24,"CSRank(ZScore(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_mean,48)))))",basis_premium_like|positioning_like|sub|14efb824814f,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,48)))))|h=24","zscore(zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,48)))))",basis_premium_like|positioning_like|sub|26e39be96a8e,a7ls30_451577ad82d30caa,basis_premium_like|positioning_like,sub,24,"ZScore(ZScore(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_mean,48)))))",basis_premium_like|positioning_like|sub|26e39be96a8e,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))))|h=24","csrank(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))))",basis_premium_like|positioning_like|sub|13f7c2fd5abb,a7ls30_68fbfa3ddeb94a0e,basis_premium_like|positioning_like,sub,24,"CSRank(CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_last,72)))))",basis_premium_like|positioning_like|sub|13f7c2fd5abb,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))))|h=24","zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))))",basis_premium_like|positioning_like|sub|292687a85c11,a7ls30_6f2b941b021e82f7,basis_premium_like|positioning_like,sub,24,"ZScore(CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_last,72)))))",basis_premium_like|positioning_like|sub|292687a85c11,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"abs(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))))|h=24","abs(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))))",basis_premium_like|positioning_like|sub|584ce409427d,a7ls30_341cd78f56c67526,basis_premium_like|positioning_like,sub,24,"Abs(CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_last,72)))))",basis_premium_like|positioning_like|sub|584ce409427d,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,72))))),-3,3)|h=24","clip(zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,72))))),-3,3)",basis_premium_like|positioning_like|sub|e0883c6bb011,a7ls30_d08f95a94138f2ce,basis_premium_like|positioning_like,sub,24,"Clip(ZScore(CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_mean,72))))),-3,3)",basis_premium_like|positioning_like|sub|e0883c6bb011,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,72))))))|h=24","csrank(zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,72))))))",basis_premium_like|positioning_like|sub|070ce37e4cd6,a7ls30_21e8ebc64f3435ba,basis_premium_like|positioning_like,sub,24,"CSRank(ZScore(CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_mean,72))))))",basis_premium_like|positioning_like|sub|070ce37e4cd6,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72))))|h=24","zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72))))",basis_premium_like|positioning_like|sub|85c776d0988d,a7ls30_b94cec1be1a8a71e,basis_premium_like|positioning_like,sub,24,"ZScore(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_last,72))))",basis_premium_like|positioning_like|sub|85c776d0988d,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))),-3,3)|h=24","clip(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_last,72)))),-3,3)",basis_premium_like|positioning_like|sub|5ee8ba0e7554,a7ls30_4ccf03d3ec71426c,basis_premium_like|positioning_like,sub,24,"Clip(CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_last,72)))),-3,3)",basis_premium_like|positioning_like|sub|5ee8ba0e7554,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,36)))),-3,3)|h=24","clip(zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,36)))),-3,3)",basis_premium_like|positioning_like|sub|bb8441fd5d0d,a7ls30_649adbc6c6bad5f6,basis_premium_like|positioning_like,sub,24,"Clip(ZScore(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_mean,36)))),-3,3)",basis_premium_like|positioning_like|sub|bb8441fd5d0d,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,72))))))|h=24","zscore(zscore(csrank(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,72))))))",basis_premium_like|positioning_like|sub|5cabff0304fd,a7ls30_150573fdb0aa8b61,basis_premium_like|positioning_like,sub,24,"ZScore(ZScore(CSRank(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_mean,72))))))",basis_premium_like|positioning_like|sub|5cabff0304fd,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,36)))))|h=24","csrank(zscore(sub(delta(mark_index_basis_bps,2),zscore(mean(global_long_short_account_ratio_mean,36)))))",basis_premium_like|positioning_like|sub|14efb824814f,a7ls30_082036266bf6ec38,basis_premium_like|positioning_like,sub,24,"CSRank(ZScore(Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(global_long_short_account_ratio_mean,36)))))",basis_premium_like|positioning_like|sub|14efb824814f,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"sub(delta(mark_index_basis_bps,3),zscore(mean(global_long_short_account_ratio_mean,504)))|h=24","sub(delta(mark_index_basis_bps,3),zscore(mean(global_long_short_account_ratio_mean,504)))",basis_premium_like|positioning_like|sub|dafa24409e7b,a7ls30_36a64a5234cd84b4,basis_premium_like|positioning_like,sub,24,"Sub(Delta(mark_index_basis_bps,3),ZScore(Mean(global_long_short_account_ratio_mean,504)))",basis_premium_like|positioning_like|sub|dafa24409e7b,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,96))),sign(decay(global_long_short_account_ratio_mean,6))),sign(decay(liquidity_cycle_state,24)))|h=4","mul(mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(global_long_short_account_ratio_mean,96))),sign(decay(global_long_short_account_ratio_mean,6))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|signed_spread|9c1b34b8bcf4,a7ls30_e28475cc7ab18510,basis_premium_like|positioning_like,signed_spread,4,"Mul(Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(global_long_short_account_ratio_mean,96))),Sign(Decay(global_long_short_account_ratio_mean,6))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|signed_spread|9c1b34b8bcf4,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(sub(csrank(delta(mark_index_basis_bps,96)),csrank(zscore(mean(global_long_short_account_ratio_last,16)))),sign(decay(account_position_divergence,24)))|h=8","mul(sub(csrank(delta(mark_index_basis_bps,96)),csrank(zscore(mean(global_long_short_account_ratio_last,16)))),sign(decay(account_position_divergence,24)))",basis_premium_like|positioning_like|spread_rank|90e2ba11b92c,a7ls30_7b136cadc8449165,basis_premium_like|positioning_like,spread_rank,8,"Mul(Sub(CSRank(Delta(mark_index_basis_bps,96)),CSRank(ZScore(Mean(global_long_short_account_ratio_last,16)))),Sign(Decay(account_position_divergence,24)))",basis_premium_like|positioning_like|spread_rank|90e2ba11b92c,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(mul(sub(csrank(delta(mark_index_basis_bps,96)),csrank(decay(global_long_short_account_ratio_mean,24))),sign(decay(global_long_short_account_ratio_mean,6))),sign(decay(account_position_divergence,24)))|h=8","mul(mul(sub(csrank(delta(mark_index_basis_bps,96)),csrank(decay(global_long_short_account_ratio_mean,24))),sign(decay(global_long_short_account_ratio_mean,6))),sign(decay(account_position_divergence,24)))",basis_premium_like|positioning_like|signed_spread|9c1b34b8bcf4,a7ls30_7c1f81844d679d01,basis_premium_like|positioning_like,signed_spread,8,"Mul(Mul(Sub(CSRank(Delta(mark_index_basis_bps,96)),CSRank(Decay(global_long_short_account_ratio_mean,24))),Sign(Decay(global_long_short_account_ratio_mean,6))),Sign(Decay(account_position_divergence,24)))",basis_premium_like|positioning_like|signed_spread|9c1b34b8bcf4,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(zscore(mean(open_interest_value_last,48)),abs(mean(account_position_divergence,168)))|h=8","safediv(zscore(mean(open_interest_value_last,48)),abs(mean(account_position_divergence,168)))",open_interest_like|positioning_like|safe_div_abs|7946a7d9baa2,a7ls30_c919ebf00f66ec98,open_interest_like|positioning_like,safe_div_abs,8,"SafeDiv(ZScore(Mean(open_interest_value_last,48)),Abs(Mean(account_position_divergence,168)))",open_interest_like|positioning_like|safe_div_abs|7946a7d9baa2,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"sub(csrank(delta(mark_index_basis_bps,36)),csrank(decay(top_long_short_account_ratio_last,16)))|h=4","sub(csrank(delta(mark_index_basis_bps,36)),csrank(decay(top_long_short_account_ratio_last,16)))",basis_premium_like|positioning_like|spread_rank|f6895cda2696,a7ls30_d2cce3d8ddd6b33d,basis_premium_like|positioning_like,spread_rank,4,"Sub(CSRank(Delta(mark_index_basis_bps,36)),CSRank(Decay(top_long_short_account_ratio_last,16)))",basis_premium_like|positioning_like|spread_rank|f6895cda2696,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(mean(global_long_short_account_ratio_mean,2))),sign(decay(liquidity_cycle_state,24)))|h=4","mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(mean(global_long_short_account_ratio_mean,2))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|spread_rank|a43cf1a7e656,a7ls30_e07f3fafd18aa8c5,basis_premium_like|positioning_like,spread_rank,4,"Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Mean(global_long_short_account_ratio_mean,2))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|spread_rank|a43cf1a7e656,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(top_long_short_account_ratio_last,96))),sign(decay(liquidity_cycle_state,24)))|h=4","mul(sub(csrank(delta(mark_index_basis_bps,168)),csrank(decay(top_long_short_account_ratio_last,96))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|spread_rank|39537d3da263,a7ls30_d8cd238d99bfbf7e,basis_premium_like|positioning_like,spread_rank,4,"Mul(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(Decay(top_long_short_account_ratio_last,96))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|spread_rank|39537d3da263,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(top_long_short_account_ratio_last)),-3,3)|h=4","clip(sub(csrank(delta(mark_index_basis_bps,168)),csrank(top_long_short_account_ratio_last)),-3,3)",basis_premium_like|positioning_like|spread_rank|17f98957d3b6,a7ls30_1734acaef03c0e51,basis_premium_like|positioning_like,spread_rank,4,"Clip(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(top_long_short_account_ratio_last)),-3,3)",basis_premium_like|positioning_like|spread_rank|17f98957d3b6,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(top_long_short_account_ratio_last)))|h=4","csrank(sub(csrank(delta(mark_index_basis_bps,168)),csrank(top_long_short_account_ratio_last)))",basis_premium_like|positioning_like|spread_rank|47d4aec0d9a7,a7ls30_085f3e3d1c8438f6,basis_premium_like|positioning_like,spread_rank,4,"CSRank(Sub(CSRank(Delta(mark_index_basis_bps,168)),CSRank(top_long_short_account_ratio_last)))",basis_premium_like|positioning_like|spread_rank|47d4aec0d9a7,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
