cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,regime_fold_target,expression,bucketed_expression,max_window,horizon_bucket
C0276,0,H04_basis_compression_expansion,P8_regime_state,Rank,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,F1_high_realized_vol,"HorizonSpread(Decay(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(TSMean(realized_vol_24,3)),4))),4),4,8)","HorizonSpread(Decay(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(TSMean(realized_vol_24,H6)),H6))),H6),H6,H12)",8,H12
C0276,1,H04_basis_compression_expansion,P8_regime_state,Rank,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,F1_high_realized_vol,"HorizonSpread(Decay(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(TSMean(realized_vol_24,20)),6)))),10),10,12)","HorizonSpread(Decay(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(TSMean(realized_vol_24,H24)),H6)))),H12),H12,H12)",20,H24
C0277,0,H07_taker_flow_lag_stable,P8_regime_state,RollingMinRank,mixed_6_24,cross_symbol_rank,FundingCore,F4_basis_dislocation,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(RollingMin(realized_vol_24,3)),4))),4)),8)","Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(RollingMin(realized_vol_24,H6)),H6))),H6)),H12)",8,H12
C0277,1,H07_taker_flow_lag_stable,P8_regime_state,RollingMinRank,mixed_6_24,cross_symbol_rank,FundingCore,F4_basis_dislocation,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(RollingMin(realized_vol_24,20)),6)))),10)),12)","Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(RollingMin(realized_vol_24,H24)),H6)))),H12)),H12)",20,H24
C0278,0,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,SafeDivZScore,H72,same_symbol_zscore,FundingCore_and_Core4,F10_volatility_compression,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(SafeDiv(ZScore(TSMean(latest_known_funding_rate,24)),Clip(Abs(ZScore(TSMean(latest_known_funding_rate,48))),0.02,1.5)),4))),-4.0,4.0),Rank(TSMean(latest_known_funding_rate,4)))","Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(SafeDiv(ZScore(TSMean(latest_known_funding_rate,H24)),Clip(Abs(ZScore(TSMean(latest_known_funding_rate,H48))),0.02,1.5)),H6))),-4.0,4.0),Rank(TSMean(latest_known_funding_rate,H6)))",48,H48
C0278,1,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,SafeDivZScore,H72,same_symbol_zscore,FundingCore_and_Core4,F10_volatility_compression,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(SafeDiv(ZScore(TSMean(latest_known_funding_rate,96)),Clip(Abs(ZScore(TSMean(funding_rate_z_24,36))),0.05,2.0)),6)))),-4.0,4.0),Rank(TSMean(funding_rate_z_24,10)))","Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(SafeDiv(ZScore(TSMean(latest_known_funding_rate,HGT72_LE144)),Clip(Abs(ZScore(TSMean(funding_rate_z_24,H48))),0.05,2.0)),H6)))),-4.0,4.0),Rank(TSMean(funding_rate_z_24,H12)))",96,HGT72_LE144
C0279,0,H13_symbol_tier_relative,P1_range_volatility,RegimeMaskNonMay,H72,same_symbol_rank,FundingCore,F10_volatility_compression,"CrossSymbolZScore(TSMean(ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F10_volatility_compression,Mul(Rank(TSMean(hl_range,24)),ZScore(TSMean(hl_range,48)))),4)),4))","CrossSymbolZScore(TSMean(ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F10_volatility_compression,Mul(Rank(TSMean(hl_range,H24)),ZScore(TSMean(hl_range,H48)))),H6)),H6))",48,H48
C0279,1,H13_symbol_tier_relative,P1_range_volatility,RegimeMaskNonMay,H72,same_symbol_rank,FundingCore,F10_volatility_compression,"CrossSymbolZScore(TSMean(ResidualizeVsFundingCore(Rank(TSMean(RegimeMaskNonMay(F10_volatility_compression,Mul(Rank(TSMean(hl_range,96)),ZScore(TSMean(realized_vol_6,36)))),6))),10))","CrossSymbolZScore(TSMean(ResidualizeVsFundingCore(Rank(TSMean(RegimeMaskNonMay(F10_volatility_compression,Mul(Rank(TSMean(hl_range,HGT72_LE144)),ZScore(TSMean(realized_vol_6,H48)))),H6))),H12))",96,HGT72_LE144
C0280,0,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,Rank,H72,same_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(TSMean(mark_index_ratio,24)),4))),4),Rank(TSMean(mark_index_ratio,4)))","Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(TSMean(mark_index_ratio,H24)),H6))),H6),Rank(TSMean(mark_index_ratio,H6)))",24,H24
C0280,1,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,Rank,H72,same_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(mark_index_ratio,96)),6)))),10),Rank(TSMean(mark_minus_index,10)))","Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(mark_index_ratio,HGT72_LE144)),H6)))),H12),Rank(TSMean(mark_minus_index,H12)))",96,HGT72_LE144
C0281,0,H00_low_turnover_robust,P7_cross_symbol_relative,NegRank,H72,cross_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"TSMean(Clip(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Neg(Rank(Decay(cs_z_ret_6,24))),4)))),-4.0,4.0),-3.0,3.0),8)","TSMean(Clip(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Neg(Rank(Decay(cs_z_ret_6,H24))),H6)))),-4.0,4.0),-3.0,3.0),H12)",24,H24
C0281,1,H00_low_turnover_robust,P7_cross_symbol_relative,NegRank,H72,cross_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"TSMean(Clip(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(cs_z_ret_6,96))),6))))),-4.0,4.0),-3.0,3.0),12)","TSMean(Clip(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Neg(Rank(Decay(cs_z_ret_6,HGT72_LE144))),H6))))),-4.0,4.0),-3.0,3.0),H12)",96,HGT72_LE144
C0282,0,H14_open_ast_cem_diversity,P1_range_volatility,TSStdZScore,mixed_12_48,same_symbol_zscore,Core4,F1_high_realized_vol,"SafeDiv(TSMean(ResidualizeVsCore4(TSMean(ZScore(TSStd(hl_range,3)),4)),4),Clip(Abs(TSMean(hl_range,8)),0.05,4.0))","SafeDiv(TSMean(ResidualizeVsCore4(TSMean(ZScore(TSStd(hl_range,H6)),H6)),H6),Clip(Abs(TSMean(hl_range,H12)),0.05,4.0))",8,H12
C0282,1,H14_open_ast_cem_diversity,P1_range_volatility,TSStdZScore,mixed_12_48,same_symbol_zscore,Core4,F1_high_realized_vol,"SafeDiv(TSMean(ResidualizeVsCore4(Rank(TSMean(ZScore(TSStd(hl_range,20)),6))),10),Clip(Abs(TSMean(realized_vol_6,12)),0.05,4.0))","SafeDiv(TSMean(ResidualizeVsCore4(Rank(TSMean(ZScore(TSStd(hl_range,H24)),H6))),H12),Clip(Abs(TSMean(realized_vol_6,H12)),0.05,4.0))",20,H24
C0283,0,H15_placebo_null_adversarial,P9_price_basis,SubRank,H12,same_symbol_rank,FundingCore,F0_calendar_blocks,"Neg(Clip(ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(ret_6,3)),Rank(TSMean(ret_6,6))),4)),-4.0,4.0))","Neg(Clip(ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(ret_6,H6)),Rank(TSMean(ret_6,H6))),H6)),-4.0,4.0))",6,H6
C0283,1,H15_placebo_null_adversarial,P9_price_basis,SubRank,H12,same_symbol_rank,FundingCore,F0_calendar_blocks,"Neg(Clip(ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(ret_6,20)),Rank(TSMean(ret_12,3))),6))),-4.0,4.0))","Neg(Clip(ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(ret_6,H24)),Rank(TSMean(ret_12,H6))),H6))),-4.0,4.0))",20,H24
C0284,0,H01_cross_symbol_relative_strength,P6_funding_observable,SmoothInteraction,mixed_12_48,cross_symbol_zscore,FundingCore,F0_calendar_blocks,"CrossSymbolRank(TSMean(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(ZScore(TSMean(latest_known_funding_rate,3)),Rank(TSMean(latest_known_funding_rate,8))),4))),4))","CrossSymbolRank(TSMean(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(ZScore(TSMean(latest_known_funding_rate,H6)),Rank(TSMean(latest_known_funding_rate,H12))),H6))),H6))",8,H12
C0284,1,H01_cross_symbol_relative_strength,P6_funding_observable,SmoothInteraction,mixed_12_48,cross_symbol_zscore,FundingCore,F0_calendar_blocks,"CrossSymbolRank(TSMean(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(ZScore(TSMean(latest_known_funding_rate,20)),Rank(TSMean(funding_rate_z_24,3))),6)))),10))","CrossSymbolRank(TSMean(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(ZScore(TSMean(latest_known_funding_rate,H24)),Rank(TSMean(funding_rate_z_24,H6))),H6)))),H12))",20,H24
C0285,0,H15_placebo_null_adversarial,P7_cross_symbol_relative,WinsorZScore,H6,cross_symbol_rank,Core4,F5_funding_neutral,"Neg(Clip(ResidualizeVsCore4(cross_symbol_rank(TSMean(WinsorZScore(TSMean(cs_z_ret_6,3),1.5),4))),-4.0,4.0))","Neg(Clip(ResidualizeVsCore4(cross_symbol_rank(TSMean(WinsorZScore(TSMean(cs_z_ret_6,H6),1.5),H6))),-4.0,4.0))",4,H6
C0285,1,H15_placebo_null_adversarial,P7_cross_symbol_relative,WinsorZScore,H6,cross_symbol_rank,Core4,F5_funding_neutral,"Neg(Clip(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(WinsorZScore(TSMean(cs_z_ret_6,3),2.0),6)))),-4.0,4.0))","Neg(Clip(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(WinsorZScore(TSMean(cs_z_ret_6,H6),2.0),H6)))),-4.0,4.0))",6,H6
C0286,0,H11_regime_conditional_non_may,P7_cross_symbol_relative,TSMeanRank,H48,cross_symbol_zscore,none,F1_high_realized_vol,"RegimeMaskNonMay(F1_high_realized_vol,TSMean(cross_symbol_zscore(TSMean(Rank(TSMean(cs_z_ret_6,12)),4)),4))","RegimeMaskNonMay(F1_high_realized_vol,TSMean(cross_symbol_zscore(TSMean(Rank(TSMean(cs_z_ret_6,H12)),H6)),H6))",12,H12
C0286,1,H11_regime_conditional_non_may,P7_cross_symbol_relative,TSMeanRank,H48,cross_symbol_zscore,none,F1_high_realized_vol,"RegimeMaskNonMay(F1_high_realized_vol,TSMean(cross_symbol_zscore(Rank(TSMean(Rank(TSMean(cs_z_ret_6,60)),6))),10))","RegimeMaskNonMay(F1_high_realized_vol,TSMean(cross_symbol_zscore(Rank(TSMean(Rank(TSMean(cs_z_ret_6,H72)),H6))),H12))",60,H72
C0287,0,H07_taker_flow_lag_stable,P6_funding_observable,SubRank,H12,cross_symbol_rank,FundingCore,F8_low_vol_high_liquidity,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(latest_known_funding_rate,3)),Rank(TSMean(latest_known_funding_rate,6))),4))),4)),8)","Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(latest_known_funding_rate,H6)),Rank(TSMean(latest_known_funding_rate,H6))),H6))),H6)),H12)",8,H12
C0287,1,H07_taker_flow_lag_stable,P6_funding_observable,SubRank,H12,cross_symbol_rank,FundingCore,F8_low_vol_high_liquidity,"Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(latest_known_funding_rate,20)),Rank(TSMean(funding_rate_z_24,3))),6)))),10)),12)","Decay(Rank(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(latest_known_funding_rate,H24)),Rank(TSMean(funding_rate_z_24,H6))),H6)))),H12)),H12)",20,H24
C0288,0,H09_trend_reversal_horizon_mix,P14_horizon_spread,RegimeMaskNonMay,mixed_12_48,cross_symbol_rank,none,F11_cross_symbol_crowding,"Add(TSMean(cross_symbol_rank(TSMean(RegimeMaskNonMay(F11_cross_symbol_crowding,Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(ret_6,8)))),4)),4),Neg(Rank(Delta(ret_6,4))))","Add(TSMean(cross_symbol_rank(TSMean(RegimeMaskNonMay(F11_cross_symbol_crowding,Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(ret_6,H12)))),H6)),H6),Neg(Rank(Delta(ret_6,H6))))",8,H12
C0288,1,H09_trend_reversal_horizon_mix,P14_horizon_spread,RegimeMaskNonMay,mixed_12_48,cross_symbol_rank,none,F11_cross_symbol_crowding,"Add(TSMean(cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F11_cross_symbol_crowding,Mul(Rank(TSMean(ret_6,20)),ZScore(TSMean(ret_12,3)))),6))),10),Neg(Rank(Delta(ret_6,10))))","Add(TSMean(cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F11_cross_symbol_crowding,Mul(Rank(TSMean(ret_6,H24)),ZScore(TSMean(ret_12,H6)))),H6))),H12),Neg(Rank(Delta(ret_6,H12))))",20,H24
C0289,0,H08_trade_size_microstructure_lite,P0_price_return,TSStdZScore,H24,cross_symbol_rank,none,F4_basis_dislocation,"SmoothInteraction(TSMean(cross_symbol_rank(TSMean(ZScore(TSStd(ret_3,6)),4)),4),TSMean(ret_3,4))","SmoothInteraction(TSMean(cross_symbol_rank(TSMean(ZScore(TSStd(ret_3,H6)),H6)),H6),TSMean(ret_3,H6))",6,H6
C0289,1,H08_trade_size_microstructure_lite,P0_price_return,TSStdZScore,H24,cross_symbol_rank,none,F4_basis_dislocation,"SmoothInteraction(TSMean(cross_symbol_rank(Rank(TSMean(ZScore(TSStd(ret_3,30)),6))),10),TSMean(ret_6,10))","SmoothInteraction(TSMean(cross_symbol_rank(Rank(TSMean(ZScore(TSStd(ret_3,H48)),H6))),H12),TSMean(ret_6,H12))",30,H48
C0290,0,H08_trade_size_microstructure_lite,P5_basis_premium,AbsZScore,H24,same_symbol_rank,none,F2_low_liquidity,"SmoothInteraction(Clip(TSMean(Abs(ZScore(Delta(mark_index_ratio,6))),4),-4.0,4.0),TSMean(mark_index_ratio,4))","SmoothInteraction(Clip(TSMean(Abs(ZScore(Delta(mark_index_ratio,H6))),H6),-4.0,4.0),TSMean(mark_index_ratio,H6))",6,H6
C0290,1,H08_trade_size_microstructure_lite,P5_basis_premium,AbsZScore,H24,same_symbol_rank,none,F2_low_liquidity,"SmoothInteraction(Clip(Rank(TSMean(Abs(ZScore(Delta(mark_index_ratio,30))),6)),-4.0,4.0),TSMean(mark_minus_index,10))","SmoothInteraction(Clip(Rank(TSMean(Abs(ZScore(Delta(mark_index_ratio,H48))),H6)),-4.0,4.0),TSMean(mark_minus_index,H12))",30,H48
C0291,0,H02_cross_symbol_dispersion_reversal,P11_volatility_basis,NegRank,H6,cross_symbol_rank,FundingCore_and_Core4,F6_cross_symbol_dispersion,"Neg(CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Neg(Rank(Decay(realized_vol_12,3))),4)))),4)))","Neg(CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Neg(Rank(Decay(realized_vol_12,H6))),H6)))),H6)))",4,H6
C0291,1,H02_cross_symbol_dispersion_reversal,P11_volatility_basis,NegRank,H6,cross_symbol_rank,FundingCore_and_Core4,F6_cross_symbol_dispersion,"Neg(CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Neg(Rank(Decay(realized_vol_12,3))),6))))),10)))","Neg(CrossSymbolZScore(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Neg(Rank(Decay(realized_vol_12,H6))),H6))))),H12)))",10,H12
C0292,0,H12_horizon_ensemble_stability,P11_volatility_basis,TSMeanRank,mixed_6_24,same_symbol_rank,FundingCore_and_Core4,F0_calendar_blocks,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(TSMean(realized_vol_12,3)),4))),-4.0,4.0),HorizonSpread(realized_vol_12,4,8))","Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(TSMean(realized_vol_12,H6)),H6))),-4.0,4.0),HorizonSpread(realized_vol_12,H6,H12))",8,H12
C0292,1,H12_horizon_ensemble_stability,P11_volatility_basis,TSMeanRank,mixed_6_24,same_symbol_rank,FundingCore_and_Core4,F0_calendar_blocks,"Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(realized_vol_12,20)),6)))),-4.0,4.0),HorizonSpread(realized_vol_12,10,12))","Add(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(realized_vol_12,H24)),H6)))),-4.0,4.0),HorizonSpread(realized_vol_12,H12,H12))",20,H24
C0293,0,H04_basis_compression_expansion,P2_liquidity,RegimeMaskNonMay,H12,cross_symbol_rank,FundingCore,F9_liquidity_shock,"HorizonSpread(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(RegimeMaskNonMay(F9_liquidity_shock,Mul(Rank(TSMean(quote_asset_volume,3)),ZScore(TSMean(quote_asset_volume,6)))),4))),4),4,8)","HorizonSpread(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(RegimeMaskNonMay(F9_liquidity_shock,Mul(Rank(TSMean(quote_asset_volume,H6)),ZScore(TSMean(quote_asset_volume,H6)))),H6))),H6),H6,H12)",8,H12
C0293,1,H04_basis_compression_expansion,P2_liquidity,RegimeMaskNonMay,H12,cross_symbol_rank,FundingCore,F9_liquidity_shock,"HorizonSpread(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F9_liquidity_shock,Mul(Rank(TSMean(quote_asset_volume,20)),ZScore(TSMean(number_of_trades,3)))),6)))),10),10,12)","HorizonSpread(TSMean(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F9_liquidity_shock,Mul(Rank(TSMean(quote_asset_volume,H24)),ZScore(TSMean(number_of_trades,H6)))),H6)))),H12),H12,H12)",20,H24
C0294,0,H06_liquidity_structure_ex_realized_vol_mul,P8_regime_state,DecayZScore,H6,same_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(Decay(realized_vol_24,3)),4))),4),ZScore(TSStd(realized_vol_24,4)))","Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(Decay(realized_vol_24,H6)),H6))),H6),ZScore(TSStd(realized_vol_24,H6)))",4,H6
C0294,1,H06_liquidity_structure_ex_realized_vol_mul,P8_regime_state,DecayZScore,H6,same_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(realized_vol_24,3)),6)))),10),ZScore(TSStd(realized_vol_24,10)))","Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(realized_vol_24,H6)),H6)))),H12),ZScore(TSStd(realized_vol_24,H12)))",10,H12
C0295,0,H12_horizon_ensemble_stability,P5_basis_premium,ClipRank,H48,cross_symbol_zscore,FundingCore_and_Core4,F0_calendar_blocks,"Add(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Clip(Rank(TSMean(mark_index_ratio,12)),-1.5,1.5),4)))),4),HorizonSpread(mark_index_ratio,4,8))","Add(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Clip(Rank(TSMean(mark_index_ratio,H12)),-1.5,1.5),H6)))),H6),HorizonSpread(mark_index_ratio,H6,H12))",12,H12
C0295,1,H12_horizon_ensemble_stability,P5_basis_premium,ClipRank,H48,cross_symbol_zscore,FundingCore_and_Core4,F0_calendar_blocks,"Add(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Clip(Rank(TSMean(mark_index_ratio,60)),-2.0,2.0),6))))),10),HorizonSpread(mark_index_ratio,10,12))","Add(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Clip(Rank(TSMean(mark_index_ratio,H72)),-2.0,2.0),H6))))),H12),HorizonSpread(mark_index_ratio,H12,H12))",60,H72
C0296,0,H02_cross_symbol_dispersion_reversal,P9_price_basis,ResidualizeVsCore4,H6,same_symbol_zscore,Core4,F7_trend_reversal,"Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(ret_6,8)))),4)),-4.0,4.0)))","Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(ret_6,H12)))),H6)),-4.0,4.0)))",8,H12
C0296,1,H02_cross_symbol_dispersion_reversal,P9_price_basis,ResidualizeVsCore4,H6,same_symbol_zscore,Core4,F7_trend_reversal,"Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(ret_12,8)))),6))),-4.0,4.0)))","Neg(CrossSymbolZScore(Clip(ResidualizeVsCore4(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(ret_12,H12)))),H6))),-4.0,4.0)))",8,H12
C0297,0,H09_trend_reversal_horizon_mix,P3_trade_size,RollingMaxRank,H24,same_symbol_zscore,Core4,F1_high_realized_vol,"Add(Decay(ResidualizeVsCore4(TSMean(Rank(RollingMax(avg_trade_size_quote,6)),4)),4),Neg(Rank(Delta(avg_trade_size_quote,4))))","Add(Decay(ResidualizeVsCore4(TSMean(Rank(RollingMax(avg_trade_size_quote,H6)),H6)),H6),Neg(Rank(Delta(avg_trade_size_quote,H6))))",6,H6
C0297,1,H09_trend_reversal_horizon_mix,P3_trade_size,RollingMaxRank,H24,same_symbol_zscore,Core4,F1_high_realized_vol,"Add(Decay(ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(avg_trade_size_quote,30)),6))),10),Neg(Rank(Delta(avg_trade_size_quote,10))))","Add(Decay(ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(avg_trade_size_quote,H48)),H6))),H12),Neg(Rank(Delta(avg_trade_size_quote,H12))))",30,H48
C0298,0,H05_volatility_structure_ex_liquidity_mul,P9_price_basis,AddZScore,H6,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Add(ZScore(TSMean(ret_6,3)),ZScore(TSMean(ret_6,8))),4))),4),Rank(TSMean(ret_6,4)))","Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Add(ZScore(TSMean(ret_6,H6)),ZScore(TSMean(ret_6,H12))),H6))),H6),Rank(TSMean(ret_6,H6)))",8,H12
C0298,1,H05_volatility_structure_ex_liquidity_mul,P9_price_basis,AddZScore,H6,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Add(ZScore(TSMean(ret_6,3)),ZScore(TSMean(ret_12,8))),6)))),10),Rank(TSMean(ret_12,10)))","Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Add(ZScore(TSMean(ret_6,H6)),ZScore(TSMean(ret_12,H12))),H6)))),H12),Rank(TSMean(ret_12,H12)))",10,H12
C0299,0,H08_trade_size_microstructure_lite,P9_price_basis,TSMeanRank,ensemble_6_12_24_48,cross_symbol_rank,Core4,F0_calendar_blocks,"SmoothInteraction(Clip(ResidualizeVsCore4(cross_symbol_rank(TSMean(Rank(TSMean(ret_6,3)),4))),-4.0,4.0),TSMean(ret_6,4))","SmoothInteraction(Clip(ResidualizeVsCore4(cross_symbol_rank(TSMean(Rank(TSMean(ret_6,H6)),H6))),-4.0,4.0),TSMean(ret_6,H6))",4,H6
C0299,1,H08_trade_size_microstructure_lite,P9_price_basis,TSMeanRank,ensemble_6_12_24_48,cross_symbol_rank,Core4,F0_calendar_blocks,"SmoothInteraction(Clip(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Rank(TSMean(ret_6,20)),6)))),-4.0,4.0),TSMean(ret_12,10))","SmoothInteraction(Clip(ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Rank(TSMean(ret_6,H24)),H6)))),-4.0,4.0),TSMean(ret_12,H12))",20,H24
C0300,0,H01_cross_symbol_relative_strength,P4_taker_flow,NegRank,H24,same_symbol_zscore,FundingCore_and_Core4,F0_calendar_blocks,"CrossSymbolRank(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Neg(Rank(Decay(taker_buy_ratio,6))),4))),-4.0,4.0))","CrossSymbolRank(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Neg(Rank(Decay(taker_buy_ratio,H6))),H6))),-4.0,4.0))",6,H6
C0300,1,H01_cross_symbol_relative_strength,P4_taker_flow,NegRank,H24,same_symbol_zscore,FundingCore_and_Core4,F0_calendar_blocks,"CrossSymbolRank(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Neg(Rank(Decay(taker_buy_ratio,30))),6)))),-4.0,4.0))","CrossSymbolRank(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Neg(Rank(Decay(taker_buy_ratio,H48))),H6)))),-4.0,4.0))",30,H48
C0301,0,H03_basis_premium_residual,P9_price_basis,TSRankMul,H72,same_symbol_zscore,FundingCore_and_Core4,F4_basis_dislocation,"ResidualizeVsFundingCore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(TSRank(ret_6,24),ZScore(TSMean(ret_6,48))),4))),-4.0,4.0))","ResidualizeVsFundingCore(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(TSRank(ret_6,H24),ZScore(TSMean(ret_6,H48))),H6))),-4.0,4.0))",48,H48
