candidate_id,cell,expression,blocked_fields,selected_for_replay,diagnostic_only
a7al2k_1932b1b77a52a745,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,504)),Rank(Delta(mark_close,504)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_765ea24c8d483257,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(mark_basis_bps_okx_minus_binance,24)),Rank(Mean(mark_close,720)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_8dfa1895c73f6c27,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,168)),Rank(Delta(index_close,48)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_277956da270510f8,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(index_spread_bps_okx_minus_binance,48)),Rank(Mean(mark_close,504)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_2ea995b51ffe37c3,J5_cross_exchange_overlay_diagnostic,"Mul(ZScore(Mean(index_spread_bps_okx_minus_binance,720)),ZScore(Delta(index_close,720)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_875d128a77804e8e,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,12)),Rank(Delta(index_close,72)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_3c639b07e3721e94,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(index_spread_bps_okx_minus_binance,24)),Rank(Delta(index_close,24)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_6c773bf5b7ce5109,J5_cross_exchange_overlay_diagnostic,"Mul(ZScore(Mean(index_spread_bps_okx_minus_binance,8)),ZScore(Delta(mark_close,720)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_502006559ffa0602,J5_cross_exchange_overlay_diagnostic,"Mul(ZScore(Mean(mark_basis_bps_okx_minus_binance,96)),ZScore(Delta(trade_close,48)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_425b2e4b9d1d82c9,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(index_spread_bps_okx_minus_binance,4)),Rank(Mean(mark_close,336)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_0d9701acdfeab644,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(mark_basis_bps_okx_minus_binance,12)),Rank(Mean(trade_close,720)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_0725b05a4fd9ea16,J5_cross_exchange_overlay_diagnostic,"Mul(ZScore(Mean(index_spread_bps_okx_minus_binance,168)),ZScore(Delta(trade_close,72)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_9ecab3e83a4af42c,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,720)),Rank(Delta(trade_close,72)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_282fc76e98efeb3d,J5_cross_exchange_overlay_diagnostic,"Mul(ZScore(Mean(mark_basis_bps_okx_minus_binance,336)),ZScore(Delta(mark_close,96)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_b7b8c2b61f733ad3,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(mark_basis_bps_okx_minus_binance,96)),Rank(Mean(index_close,720)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_42f1bd735d3fb387,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(index_spread_bps_okx_minus_binance,504)),Rank(Mean(trade_close,8)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_7b5f68b53e6acb6f,J5_cross_exchange_overlay_diagnostic,"Mul(ZScore(Mean(mark_basis_bps_okx_minus_binance,8)),ZScore(Delta(index_close,24)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_5e2dda3e7841f9f5,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,8)),Rank(Delta(trade_close,72)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_69c6e359064cda3e,J5_cross_exchange_overlay_diagnostic,"Mul(ZScore(Mean(mark_basis_bps_okx_minus_binance,12)),ZScore(Delta(mark_close,24)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_3a29fc556d2ca129,J5_cross_exchange_overlay_diagnostic,"Mul(ZScore(Mean(index_spread_bps_okx_minus_binance,504)),ZScore(Delta(mark_close,336)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_ff3ad3b1d119e450,J5_cross_exchange_overlay_diagnostic,"Mul(ZScore(Mean(mark_basis_bps_okx_minus_binance,336)),ZScore(Delta(index_close,24)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_25aafce3bb4a9b86,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,720)),Rank(Delta(trade_close,168)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_2794de2d6485fddd,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(index_spread_bps_okx_minus_binance,12)),Rank(Mean(trade_close,24)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_acd6b21da3baba6d,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(mark_basis_bps_okx_minus_binance,336)),Rank(Mean(index_close,168)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_cff5d7698d32754b,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(index_spread_bps_okx_minus_binance,96)),Rank(Delta(index_close,168)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_e07a1ce2fab194e3,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,168)),Rank(Delta(mark_close,4)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_1d634ea53ed46fe8,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(index_spread_bps_okx_minus_binance,8)),Rank(Delta(index_close,96)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_237371a912865baf,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(index_spread_bps_okx_minus_binance,504)),Rank(Mean(trade_close,96)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_6a396ba3d952509c,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(mark_basis_bps_okx_minus_binance,504)),Rank(Mean(trade_close,168)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_c38c63f6984d668f,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,504)),Rank(Delta(index_close,48)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_529f6084c02ca8af,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(mark_basis_bps_okx_minus_binance,168)),Rank(Mean(trade_close,96)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_af3d604fd6e110c3,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,720)),Rank(Delta(trade_close,96)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_2f031564a674b362,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(mark_basis_bps_okx_minus_binance,24)),Rank(Mean(trade_close,336)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_eb4ba1706a337db4,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(mark_basis_bps_okx_minus_binance,12)),Rank(Mean(trade_close,48)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_e9a9c165065b0a7d,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,48)),Rank(Delta(mark_close,4)))",mark_basis_bps_okx_minus_binance,False,True
a7al2k_89462e176affe85d,J5_cross_exchange_overlay_diagnostic,"Mul(Sign(Delta(index_spread_bps_okx_minus_binance,48)),Rank(Mean(index_close,24)))",index_spread_bps_okx_minus_binance,False,True
a7al2k_ed6a9247647ccf1a,J5_cross_exchange_overlay_diagnostic,"Sub(Rank(Mean(mark_basis_bps_okx_minus_binance,4)),Rank(Delta(trade_close,504)))",mark_basis_bps_okx_minus_binance,False,True
